Function and Parameters;Data Segment
"1712067619404,GetMGNControl,";47494f50010001004400000000000000e03700000100340004000000010000000d0000006d6f63686147657444617461003c2377000000003700000008b0010000000000000000000000000002000000
"1712067619909,GetMGNSize,";47494f50010001004400000000000000e03700000100340004000000010000000d0000006d6f63686147657444617461003c2377000000003700000012b0010000000000000000000000000002000000
"1712067619909,GetMGNSize,";47494f50010001004400000000000000e03700000100280004000000010000000d0000006d6f63686147657444617461003c2377000000003700000013b0010000000000000000000000000002000000
"1712067619909,GetMGNSize,";47494f50010001004400000000000000e03700000100350004000000010000000d0000006d6f63686147657444617461003c2377000000003700000014b0010000000000000000000000000002000000
"1712067619909,GetMGNSize,";47494f50010001004400000000000000e0370000015e590104000000010000000d0000006d6f6368614765744461746100000000000000003700000008b0010000000000000000000000000002000000
"1712067620419,GetMGNSize2,5,";47494f50010001004400000000000000e03700000100350004000000010000000d0000006d6f63686147657444617461003c2377000000003700000016b0010000000000000000000000000002000000
"1712067620938,GetMGNReady2,1,1,";47494f50010001004400000000000000e03700000100000004000000010000000d0000006d6f6368614765744461746100000000000000003700000008b0010000000000000000000000000002000000
"1712067620938,GetMGNReady2,1,1,";47494f50010001004400000000000000e037000001003a0004000000010000000d0000006d6f63686147657444617461003c237700000000370000001db0010000000000000000000000000002000000
"1712067621453,GetMGNPot,194,";47494f50010001004400000000000000e0370000015d590104000000010000000d0000006d6f6368614765744461746100000000000000003700000012b0010000000000000000000000000002000000
"1712067621453,GetMGNPot,194,";47494f50010001004400000000000000e0370000015c590104000000010000000d0000006d6f6368614765744461746100000000000000003700000013b0010000000000000000000000000002000000
"1712067621453,GetMGNPot,194,";47494f50010001004400000000000000e0370000015d590104000000010000000d0000006d6f6368614765744461746100000000000000003700000014b0010000000000000000000000000002000000
"1712067621453,GetMGNPot,194,";47494f50010001004400000000000000e0370000015e590104000000010000000d0000006d6f6368614765744461746100000000000000003700000015b0010000000000000000000000000002000000
"1712067621453,GetMGNPot,194,";47494f50010001004400000000000000e0370000015e590104000000010000000d0000006d6f6368614765744461746100000000000000003700000016b0010000000000000000000000000002000000
"1712067621971,GetMGNPot3,3,236,";47494f50010001004400000000000000e037000001003a0004000000010000000d0000006d6f63686147657444617461003c2377000000003700000012b0010000000000000000000000000002000000
"1712067621971,GetMGNPot3,3,236,";47494f50010001004400000000000000e03700000100200004000000010000000d0000006d6f63686147657444617461003c2377000000003700000013b0010000000000000000000000000002000000
"1712067621971,GetMGNPot3,3,236,";47494f50010001004400000000000000e037000001003c0004000000010000000d0000006d6f63686147657444617461003c2377000000003700000014b0010000000000000000000000000002000000
"1712067621971,GetMGNPot3,3,236,";47494f50010001004400000000000000e03700000100280004000000010000000d0000006d6f63686147657444617461003c2377000000003700000015b0010000000000000000000000000002000000
"1712067621971,GetMGNPot3,3,236,";47494f50010001004400000000000000e03700000100340004000000010000000d0000006d6f63686147657444617461003c2377000000003700000016b0010000000000000000000000000002000000
"1712067622492,SetMGNPot,151,27613326,";47494f50010001004400000000000000e03700000100200004000000010000000d0000006d6f63686147657444617461003c2377000000003700000012b0010000000000000000000000000002000000
"1712067622492,SetMGNPot,151,27613326,";47494f50010001004400000000000000e03700000100340004000000010000000d0000006d6f63686147657444617461003c2377000000003700000013b0010000000000000000000000000002000000
"1712067622492,SetMGNPot,151,27613326,";47494f50010001004400000000000000e037000001003a0004000000010000000d0000006d6f63686147657444617461003c2377000000003700000014b0010000000000000000000000000002000000
"1712067622492,SetMGNPot,151,27613326,";47494f50010001004400000000000000e037000001003a0004000000010000000d0000006d6f63686147657444617461003c2377000000003700000015b0010000000000000000000000000002000000
"1712067622492,SetMGNPot,151,27613326,";47494f50010001004400000000000000e037000001003a0004000000010000000d0000006d6f63686147657444617461003c2377000000003700000016b0010000000000000000000000000002000000
"1712067623011,SetMGNPot3,3,248,21238434,";47494f50010001004400000000000000e03700000100210004000000010000000d0000006d6f63686147657444617461003c2377000000003700000012b0010000000000000000000000000002000000
"1712067623011,SetMGNPot3,3,248,21238434,";47494f50010001004400000000000000e037000001003c0004000000010000000d0000006d6f63686147657444617461003c2377000000003700000013b0010000000000000000000000000002000000
"1712067623011,SetMGNPot3,3,248,21238434,";47494f50010001004400000000000000e03700000100340004000000010000000d0000006d6f63686147657444617461003c2377000000003700000014b0010000000000000000000000000002000000
"1712067623011,SetMGNPot3,3,248,21238434,";47494f50010001004400000000000000e03700000100350004000000010000000d0000006d6f63686147657444617461003c2377000000003700000015b0010000000000000000000000000002000000
"1712067623011,SetMGNPot3,3,248,21238434,";47494f50010001004400000000000000e03700000100340004000000010000000d0000006d6f63686147657444617461003c2377000000003700000016b0010000000000000000000000000002000000
"1712067623531,GetMGNAux,";47494f50010001004400000000000000e0370000015d590104000000010000000d0000006d6f636861476574446174610000000000000000370000000cb0010000000000000000000000000002000000
"1712067624041,SetMGNAux,10726,";47494f50010001004c00000000000000e03700000100340004000000010000000d0000006d6f63686153657444617461003c237700000000370000000cb001000000000000000000000000000300000004000000e6290000
"1712067625134,GetVersion,2,";47494f50010001004400000000000000e03700000100340004000000010000000d0000006d6f63686147657444617461003c237700000000420000009001000000000000000000000000000010000000
"1712067625134,GetVersion,2,";47494f50010001004400000000000000e03700000100280004000000010000000d0000006d6f63686147657444617461003c237700000000420000009101000000000000000000000000000010000000
"1712067625134,GetVersion,2,";47494f50010001004400000000000000e03700000100350004000000010000000d0000006d6f63686147657444617461003c237700000000420000009201000000000000000000000000000010000000
"1712067625134,GetVersion,2,";47494f50010001004400000000000000e03700000100340004000000010000000d0000006d6f63686147657444617461003c237700000000420000009301000000000000000000000000000010000000
"1712067625134,GetVersion,2,";47494f50010001004400000000000000e03700000100340004000000010000000d0000006d6f63686147657444617461003c237700000000420000009401000000000000000000000000000010000000
"1712067625134,GetVersion,2,";47494f50010001004400000000000000e03700000100210004000000010000000d0000006d6f63686147657444617461003c237700000000420000009501000000000000000000000000000010000000
"1712067625134,GetVersion,2,";47494f50010001004400000000000000e037000001003c0004000000010000000d0000006d6f63686147657444617461003c237700000000420000009601000000000000000000000000000010000000
"1712067625134,GetVersion,2,";47494f50010001004400000000000000e03700000100340004000000010000000d0000006d6f63686147657444617461003c237700000000420000009701000000000000000000000000000010000000
"1712067625134,GetVersion,2,";47494f50010001004400000000000000e03700000100280004000000010000000d0000006d6f63686147657444617461003c237700000000420000009801000000000000000000000000000010000000
"1712067625134,GetVersion,2,";47494f50010001004400000000000000e03700000100350004000000010000000d0000006d6f63686147657444617461003c237700000000420000009901000000000000000000000000000010000000
"1712067625134,GetVersion,2,";47494f50010001004400000000000000e03700000100340004000000010000000d0000006d6f63686147657444617461003c237700000000420000009a01000000000000000000000000000010000000
"1712067625134,GetVersion,2,";47494f50010001004400000000000000e037000001003a0004000000010000000d0000006d6f63686147657444617461003c237700000000420000009b01000000000000000000000000000010000000
"1712067625134,GetVersion,2,";47494f50010001004400000000000000e03700000100350004000000010000000d0000006d6f63686147657444617461003c237700000000420000009c01000000000000000000000000000010000000
"1712067625134,GetVersion,2,";47494f50010001004400000000000000e03700000100350004000000010000000d0000006d6f63686147657444617461003c237700000000420000009d01000000000000000000000000000010000000
"1712067625134,GetVersion,2,";47494f50010001004400000000000000e03700000100280004000000010000000d0000006d6f63686147657444617461003c237700000000420000009e01000000000000000000000000000010000000
"1712067625134,GetVersion,2,";47494f50010001004400000000000000e037000001003a0004000000010000000d0000006d6f63686147657444617461003c237700000000420000009f01000000000000000000000000000010000000
"1712067625134,GetVersion,2,";47494f50010001004400000000000000e037000001003c0004000000010000000d0000006d6f63686147657444617461003c23770000000042000000a001000000000000000000000000000010000000
"1712067625134,GetVersion,2,";47494f50010001004400000000000000e03700000100280004000000010000000d0000006d6f63686147657444617461003c23770000000042000000a101000000000000000000000000000010000000
"1712067625134,GetVersion,2,";47494f50010001004400000000000000e03700000100350004000000010000000d0000006d6f63686147657444617461003c23770000000042000000a201000000000000000000000000000010000000
"1712067625134,GetVersion,2,";47494f50010001004400000000000000e037000001003a0004000000010000000d0000006d6f63686147657444617461003c23770000000042000000a301000000000000000000000000000010000000
"1712067625134,GetVersion,2,";47494f50010001004400000000000000e03700000100350004000000010000000d0000006d6f63686147657444617461003c23770000000042000000a401000000000000000000000000000010000000
"1712067625134,GetVersion,2,";47494f50010001004400000000000000e03700000100350004000000010000000d0000006d6f63686147657444617461003c23770000000042000000a501000000000000000000000000000010000000
"1712067625134,GetVersion,2,";47494f50010001004400000000000000e03700000100340004000000010000000d0000006d6f63686147657444617461003c23770000000042000000a601000000000000000000000000000010000000
"1712067625665,GetSystemInformation,1,";47494f50010001004400000000000000e0370000015e590104000000010000000d0000006d6f636861476574446174610000000000000000010000000200000001000000000000000000000001000000
"1712067626187,GetAlarm,6,263,";47494f50010001004800000000000000e03700000100230004000000010000001d0000006d6f63686147657443757272656e74416c61726d4d7367466972737400512f0100000000010000000600000007010000
"1712067626704,GetWorkPosition,1,0,";47494f50010001004400000000000000e0370000015e590104000000010000000d0000006d6f636861476574446174610000000000000000250000000100000001000000010000000000000010000000
"1712067627211,GetWorkPosition2,2,0,";47494f50010001004400000000000000e03700000100000004000000010000000d0000006d6f636861476574446174610000000000000000250000000100000001000000020000000000000010000000
"1712067627720,GetMachinePosition,2,1,";47494f50010001004400000000000000e0370000015d590104000000010000000d0000006d6f636861476574446174610000000000000000250000001200000001000000020000000000000010000000
"1712067628237,GetMachinePosition2,3,1,";47494f50010001004400000000000000e03700000100000004000000010000000d0000006d6f636861476574446174610000000000000000250000001200000001000000040000000000000010000000
"1712067628746,GetCurrentPosition,2,";47494f50010001004400000000000000e0370000015e590104000000010000000d0000006d6f636861476574446174610000000000000000250000000300000001000000020000000000000010000000
"1712067629249,GetDistance,1,1,";47494f50010001004400000000000000e0370000015e590104000000010000000d0000006d6f636861476574446174610000000000000000250000001300000001000000010000000000000010000000
"1712067629759,GetDistance2,2,1,";47494f50010001004400000000000000e03700000100000004000000010000000d0000006d6f636861476574446174610000000000000000250000001300000001000000020000000000000010000000
"1712067630274,GetNextDistance,2,";47494f50010001004400000000000000e0370000015c590104000000010000000d0000006d6f636861476574446174610000000000000000250000000a00000001000000020000000000000010000000
"1712067630779,GetFeedSpeed,0,";47494f50010001004400000000000000e03700000100220004000000010000000d0000006d6f63686147657444617461003c2377000000002a0000000100000001000000000000000000000010000000
"1712067631281,GetTCPSpeed,";47494f50010001004400000000000000e037000001003a0004000000010000000d0000006d6f63686147657444617461003c237700000000210000000300000001000000000000000000000005000000
"1712067631788,GetManualOverlap,3,1,";47494f50010001004400000000000000e0370000015e590104000000010000000d0000006d6f636861476574446174610000000000000000250000000900000001000000040000000000000010000000
"1712067632297,GetManualOverlap2,1,0,";47494f50010001004400000000000000e03700000100000004000000010000000d0000006d6f636861476574446174610000000000000000250000000800000001000000010000000000000010000000
"1712067632833,GetProgramPosition,1,";47494f50010001004400000000000000e0370000015e590104000000010000000d0000006d6f636861476574446174610000000000000000250000000500000001000000010000000000000010000000
"1712067633349,GetProgramPosition3,1,";47494f50010001004400000000000000e0370000015e590104000000010000000d0000006d6f636861476574446174610000000000000000250000000500000001000000010000000000000010000000
"1712067633862,GetTCPMachinePosition,2,";47494f50010001004400000000000000e03700000100340004000000010000000d0000006d6f63686147657444617461003c237700000000250000001900000001000000020000000000000005000000
"1712067634371,GetFeedbackPosition,3,";47494f50010001004400000000000000e0370000015d590104000000010000000d0000006d6f636861476574446174610000000000000000250000002100000001000000040000000000000010000000
"1712067634888,GetTableCoordinationPosition,3,";47494f50010001004400000000000000e0370000015c590104000000010000000d0000006d6f636861476574446174610000000000000000250000002200000001000000040000000000000010000000
"1712067635393,GetWorkInstallationPosition,2,";47494f50010001004400000000000000e0370000015d590104000000010000000d0000006d6f636861476574446174610000000000000000250000002300000001000000020000000000000010000000
"1712067635902,GetInclinedSurfacePosition,3,";47494f50010001004400000000000000e0370000015d590104000000010000000d0000006d6f636861476574446174610000000000000000250000002400000001000000040000000000000010000000
"1712067636420,GetGCodeCommand,9,";47494f50010001004400000000000000e03700000100340004000000010000000d0000006d6f63686147657444617461003c237700000000290000000900000001000000000000000000000005000000
"1712067636927,GetToolCommand,3,1,";47494f50010001004400000000000000e037000001003c0004000000010000000d0000006d6f63686147657444617461003c237700000000290000003600000001000000000000000000000002000000
"1712067637433,GetFeedCommand,1,";47494f50010001004400000000000000e03700000100340004000000010000000d0000006d6f63686147657444617461003c2377000000002a0000000200000001000000000000000000000010000000
"1712067637946,GetCommand2,1,1,";47494f50010001004400000000000000e03700000100350004000000010000000d0000006d6f63686147657444617461003c2377000000002b0000000100000001000000000000000000000003000000
"1712067638449,SetCommand2,0,4,12788368,";47494f50010001004c00000000000000e03700000100000004000000010000000d0000006d6f636861536574446174610000000000000000260000000400000001000000000000000000000003000000040000009022c300
"1712067638972,CurrentBlockRead,1,";47494f50010001004400000000000000e0370000015e590104000000010000001d0000006d6f63686147657443757272656e74507267426c6f636b466972737400000000000000000100000001000000
"1712067639484,GetProgramNumber2,0,";47494f50010001004400000000000000e037000001003c0004000000010000000d0000006d6f63686147657444617461003c2377000000002d0000006500000001000000000000000000000010000000
"1712067640000,GetSequenceNumber,1,";47494f50010001004400000000000000e03700000100280004000000010000000d0000006d6f63686147657444617461003c2377000000002d000000ca00000001000000000000000000000003000000
"1712067640510,GetBlockNumber,0,";47494f50010001004400000000000000e03700000100340004000000010000000d0000006d6f63686147657444617461003c2377000000002d0000006700000001000000000000000000000003000000
"1712067641018,GetSubProLevel,";47494f50010001004400000000000000e0370000015d590104000000010000000d0000006d6f6368614765744461746100000000000000002d0000000100000001000000000000000000000001000000
"1712067641525,GetInformation,4,";47494f50010001004400000000000000e03700000100340004000000010000000d0000006d6f63686147657444617461003c237700000000190000000400000000000000000000000000000003000000
"1712067642028,GetCurrentBlockByByte,";47494f50010001004400000000000000e0370000015d590104000000010000000d0000006d6f6368614765744461746100000000000000002d000000d400000001000000000000000000000003000000
"1712067642543,GetClockData,";47494f50010001004400000000000000e037000001003a0004000000010000000d0000006d6f63686147657444617461003c237700000000280000000600000000000000000000000000000003000000
"1712067642543,GetClockData,";47494f50010001004400000000000000e03700000100340004000000010000000d0000006d6f63686147657444617461003c237700000000280000000700000000000000000000000000000003000000
"1712067643050,SetClockData,21805639,99170,";47494f50010001004c00000000000000e03700000100000004000000010000000d0000006d6f6368615365744461746100000000000000002800000006000000000000000000000000000000030000000400000047ba4c01
"1712067643572,GetAliveTime,";47494f50010001004400000000000000e03700000100280004000000010000000d0000006d6f63686147657444617461003c237700000000280000000100000000000000000000000000000003000000
"1712067644087,SetAliveTime,71251346,";47494f50010001004c00000000000000e03700000100000004000000010000000d0000006d6f6368615365744461746100000000000000002800000001000000000000000000000000000000030000000400000092353f04
"1712067644593,GetRunTime,";47494f50010001004400000000000000e03700000100340004000000010000000d0000006d6f63686147657444617461003c237700000000280000000200000000000000000000000000000003000000
"1712067645108,SetRunTime,20727751,";47494f50010001004c00000000000000e03700000100000004000000010000000d0000006d6f63686153657444617461000000000000000028000000020000000000000000000000000000000300000004000000c7473c01
"1712067645614,GetStartTime,";47494f50010001004400000000000000e037000001003a0004000000010000000d0000006d6f63686147657444617461003c237700000000280000000300000000000000000000000000000003000000
"1712067646124,SetStartTime,17994349,";47494f50010001004c00000000000000e03700000100000004000000010000000d0000006d6f636861536574446174610000000000000000280000000300000000000000000000000000000003000000040000006d921201
"1712067646628,GetEstimateTime,1,";47494f50010001004400000000000000e037000001003c0004000000010000000d0000006d6f63686147657444617461003c237700000000280000000500000000000000000000000000000003000000
"1712067647133,SetEstimateTime,1,812009,";47494f50010001004c00000000000000e03700000100000004000000010000000d0000006d6f63686153657444617461000000000000000028000000050000000000000000000000000000000300000004000000e9630c00
"1712067647648,GetServoMonitor,2,86,";47494f50010001004400000000000000e03700000100280004000000010000000d0000006d6f63686147657444617461003c2377000000007e0000000100000001000000000000000000000001000000
"1712067648153,GetServoVersion,2,4,";47494f50010001004400000000000000e03700000100340004000000010000000d0000006d6f63686147657444617461003c2377000000007e0000000100000001000000000000000000000001000000
"1712067648153,GetServoVersion,2,4,";47494f50010001004400000000000000e03700000100220004000000010000000d0000006d6f63686147657444617461003c2377000000003b0000002a00000000000000020000000000000010000000
"1712067648672,GetServoDiagnosis,1,26,";47494f50010001004400000000000000e0370000015e590104000000010000000d0000006d6f6368614765744461746100000000000000007e0000000100000001000000000000000000000001000000
"1712067649189,GetPowerVersion,1,1,";47494f50010001004400000000000000e03700000100000004000000010000000d0000006d6f636861476574446174610000000000000000400000000200000000000000010000000000000010000000
"1712067649692,GetPowerDiagnosis,1,2,";47494f50010001004400000000000000e037000001003a0004000000010000000d0000006d6f63686147657444617461003c237700000000400000000e00000000000000010000000000000001000000
"1712067650197,GetSpindleMonitor,1,2,";47494f50010001004400000000000000e0370000015c590104000000010000000d0000006d6f6368614765744461746100000000000000003f0000000200000000000000020000000000000003000000
"1712067650703,GetSpindleVersion,1,2,";47494f50010001004400000000000000e0370000015d590104000000010000000d0000006d6f6368614765744461746100000000000000003f0000001d00000000000000010000000000000010000000
"1712067651219,GetSpindleDiagnosis,2,12,";47494f50010001004400000000000000e03700000100350004000000010000000d0000006d6f63686147657444617461003c2377000000003f0000002000000000000000020000000000000003000000
"1712067651734,GetAbsPositionMonitor,3,3,";47494f50010001004400000000000000e0370000015c590104000000010000000d0000006d6f6368614765744461746100000000000000007e0000000100000001000000000000000000000001000000
"1712067651734,GetAbsPositionMonitor,3,3,";47494f50010001004400000000000000e0370000015c590104000000010000000d0000006d6f6368614765744461746100000000000000003b0000001c00000000000000040000000000000010000000
"1712067652255,GetAuxAxisMonitor,2,3,";47494f50010001004400000000000000e03700000100000004000000010000000d0000006d6f636861476574446174610000000000000000410000000400000000000000020000000000000002000000
"1712067652773,GetAuxAxisDiagnosis,1,0,";47494f50010001004400000000000000e0370000015e590104000000010000000d0000006d6f636861476574446174610000000000000000410000004700000000000000010000000000000010000000
"1712067653290,GetAuxAxisVersion,1,0,";47494f50010001004400000000000000e0370000015e590104000000010000000d0000006d6f636861476574446174610000000000000000410000001300000000000000010000000000000010000000
"1712067653826,GetDowelTime,";47494f50010001004400000000000000e03700000100280004000000010000000d0000006d6f63686147657444617461003c2377000000002a0000000500000001000000000000000000000010000000
"1712067654334,GetInvalidStatus,";47494f50010001004400000000000000e03700000100350004000000010000000d0000006d6f63686147657444617461003c2377000000002d0000000200000001000000000000000000000001000000
"1712067654334,GetInvalidStatus,";47494f50010001004400000000000000e03700000100220004000000010000000d0000006d6f63686147657444617461003c2377000000002d0000000300000001000000000000000000000001000000
"1712067654857,GetCommandStatus,";47494f50010001004400000000000000e0370000015e590104000000010000000d0000006d6f63686147657444617461000000000000000029000000cc00000001000000000000000000000001000000
"1712067655367,GetCuttingMode,";47494f50010001004400000000000000e0370000015e590104000000010000000d0000006d6f63686147657444617461000000000000000029000000ce00000001000000000000000000000002000000
"1712067655881,GetAxisStatus,2,0,";47494f50010001004400000000000000e0370000015b590104000000010000000d0000006d6f636861476574446174610000000000000000240000006500000001000000000000000000000002000000
"1712067656388,GetRunStatus,2,";47494f50010001004400000000000000e03700000100350004000000010000000d0000006d6f63686147657444617461003c237700000000230000001400000001000000000000000000000003000000
"1712067656897,CommonVRead,340605,";47494f50010001004400000000000000e037000001003a0004000000010000000d0000006d6f63686147657444617461003c23770000000006000000d007000001000000000000000000000005000000
"1712067657904,GetSize,0,";47494f50010001004400000000000000e0370000015e590104000000010000000d0000006d6f636861476574446174610000000000000000010000006400000001000000000000000000000002000000
"1712067658422,GetName,509,";47494f50010001004400000000000000e03700000100000004000000010000000d0000006d6f63686147657444617461000000000000000005000000cd09000000000000000000000000000010000000
"1712067659951,GetMacroLevel,";47494f50010001004400000000000000e0370000015c590104000000010000000d0000006d6f636861476574446174610000000000000000230000000100000001000000000000000000000001000000
"1712067660966,GetToolSetSize,";47494f50010001004400000000000000e03700000100350004000000010000000d0000006d6f63686147657444617461003c237700000000030000000200000001000000000000000000000002000000
"1712067661486,GetType,";47494f50010001004400000000000000e03700000100350004000000010000000d0000006d6f63686147657444617461003c237700000000030000000100000001000000000000000000000001000000
"1712067662004,GetOffset,4,4,2,";47494f50010001004400000000000000e037000001003a0004000000010000000d0000006d6f63686147657444617461003c237700000000030000000200000001000000000000000000000003000000
"1712067662510,GetOffset2,650,657,81,";47494f50010001004400000000000000e03700000100350004000000010000000d0000006d6f63686147657444617461003c237700000000030000000200000001000000000000000000000003000000
"1712067663029,SetOffset,694,901,68,-4032.681705,59,";47494f50010001004400000000000000e03700000100000004000000010000000d0000006d6f636861476574446174610000000000000000030000000200000001000000000000000000000003000000
"1712067667090,GetToolLifeType2,";47494f50010001004400000000000000e0370000015e590104000000010000000d0000006d6f6368614765744461746100000000000000005a0000007f00000000000000000000000000000001000000
"1712067667090,GetToolLifeType2,";47494f50010001004400000000000000e0370000015c590104000000010000000d0000006d6f6368614765744461746100000000000000007e0000006700000000000000000000000000000003000000
"1712067667090,GetToolLifeType2,";47494f50010001004400000000000000e0370000015e590104000000010000000d0000006d6f6368614765744461746100000000000000007e0000006000000000000000000000000000000001000000
"1712067667605,SetToolLifeType2,2,";47494f50010001004900000000000000e03700000100200004000000010000000d0000006d6f63686153657444617461003c2377000000007e00000060000000000000000000000000000000010000000100000002
"1712067668626,ChangeToolLifeGroup,5,5,";47494f50010001004400000000000000e03700000100210004000000010000000d0000006d6f63686147657444617461003c2377000000005a0000007f00000000000000000000000000000001000000
"1712067668626,ChangeToolLifeGroup,5,5,";47494f50010001004400000000000000e037000001003a0004000000010000000d0000006d6f63686147657444617461003c2377000000007e0000006700000000000000000000000000000003000000
"1712067668626,ChangeToolLifeGroup,5,5,";47494f50010001004400000000000000e037000001003a0004000000010000000d0000006d6f63686147657444617461003c2377000000007e0000006000000000000000000000000000000001000000
"1712067668626,ChangeToolLifeGroup,5,5,";47494f50010001004c00000000000000e03700000100000004000000010000000d0000006d6f6368615365744461746100000000000000001200000013270000010000000000000000000000030000000400000005000000
"1712067668626,ChangeToolLifeGroup,5,5,";47494f50010001004400000000000000e037000001003a0004000000010000000d0000006d6f63686147657444617461003c237700000000120000001327000001000000000000000000000003000000
"1712067669143,DeleteToolLifeGroup,8,";47494f50010001004400000000000000e037000001003a0004000000010000000d0000006d6f63686147657444617461003c2377000000005a0000007f00000000000000000000000000000001000000
"1712067669143,DeleteToolLifeGroup,8,";47494f50010001004400000000000000e03700000100350004000000010000000d0000006d6f63686147657444617461003c2377000000007e0000006700000000000000000000000000000003000000
"1712067669143,DeleteToolLifeGroup,8,";47494f50010001004400000000000000e037000001003c0004000000010000000d0000006d6f63686147657444617461003c2377000000007e0000006000000000000000000000000000000001000000
"1712067669143,DeleteToolLifeGroup,8,";47494f50010001004c00000000000000e03700000100000004000000010000000d0000006d6f6368615365744461746100000000000000001200000011270000010000000000000000000000030000000400000008000000
"1712067670163,ChangeToolLifeToolNo,2,2,2,";47494f50010001004400000000000000e0370000015e590104000000010000000d0000006d6f6368614765744461746100000000000000005a0000007f00000000000000000000000000000001000000
"1712067670163,ChangeToolLifeToolNo,2,2,2,";47494f50010001004400000000000000e0370000015e590104000000010000000d0000006d6f6368614765744461746100000000000000007e0000006700000000000000000000000000000003000000
"1712067670163,ChangeToolLifeToolNo,2,2,2,";47494f50010001004400000000000000e0370000015c590104000000010000000d0000006d6f6368614765744461746100000000000000007e0000006000000000000000000000000000000001000000
"1712067670163,ChangeToolLifeToolNo,2,2,2,";47494f50010001004c00000000000000e03700000100000004000000010000000d0000006d6f6368615365744461746100000000000000001200000013270000010000000000000000000000030000000400000002000000
"1712067670163,ChangeToolLifeToolNo,2,2,2,";47494f50010001004400000000000000e03700000100280004000000010000000d0000006d6f63686147657444617461003c237700000000120000001327000001000000000000000000000003000000
"1712067670681,DeleteToolLifeToolNo,2,2,";47494f50010001004400000000000000e03700000100000004000000010000000d0000006d6f6368614765744461746100000000000000005a0000007f00000000000000000000000000000001000000
"1712067670681,DeleteToolLifeToolNo,2,2,";47494f50010001004400000000000000e03700000100000004000000010000000d0000006d6f6368614765744461746100000000000000007e0000006700000000000000000000000000000003000000
"1712067670681,DeleteToolLifeToolNo,2,2,";47494f50010001004400000000000000e03700000100000004000000010000000d0000006d6f6368614765744461746100000000000000007e0000006000000000000000000000000000000001000000
"1712067670681,DeleteToolLifeToolNo,2,2,";47494f50010001004c00000000000000e03700000100220004000000010000000d0000006d6f63686153657444617461003c2377000000001200000013270000010000000000000000000000030000000400000002000000
"1712067670681,DeleteToolLifeToolNo,2,2,";47494f50010001004400000000000000e0370000015e590104000000010000000d0000006d6f636861476574446174610000000000000000120000001327000001000000000000000000000003000000
"1712067671206,GetMGNControl,";47494f50010001004400000000000000e03700000100200004000000010000000d0000006d6f63686147657444617461003c2377000000003700000008b0010000000000000000000000000002000000
"1712067671711,GetMGNControl,";47494f50010001004400000000000000e037000001003a0004000000010000000d0000006d6f63686147657444617461003c2377000000003700000008b0010000000000000000000000000002000000
"1712067672215,GetMGNSize,";47494f50010001004400000000000000e03700000100200004000000010000000d0000006d6f63686147657444617461003c2377000000003700000012b0010000000000000000000000000002000000
"1712067672215,GetMGNSize,";47494f50010001004400000000000000e03700000100210004000000010000000d0000006d6f63686147657444617461003c2377000000003700000013b0010000000000000000000000000002000000
"1712067672215,GetMGNSize,";47494f50010001004400000000000000e03700000100350004000000010000000d0000006d6f63686147657444617461003c2377000000003700000014b0010000000000000000000000000002000000
"1712067672215,GetMGNSize,";47494f50010001004400000000000000e0370000015e590104000000010000000d0000006d6f6368614765744461746100000000000000003700000008b0010000000000000000000000000002000000
"1712067672723,GetMGNSize2,4,";47494f50010001004400000000000000e037000001003c0004000000010000000d0000006d6f63686147657444617461003c2377000000003700000015b0010000000000000000000000000002000000
"1712067673231,GetMGNReady2,2,4,";47494f50010001004400000000000000e03700000100000004000000010000000d0000006d6f6368614765744461746100000000000000003700000008b0010000000000000000000000000002000000
"1712067673231,GetMGNReady2,2,4,";47494f50010001004400000000000000e037000001003a0004000000010000000d0000006d6f63686147657444617461003c2377000000003700000020b0010000000000000000000000000002000000
"1712067673735,GetMGNPot,95,";47494f50010001004400000000000000e0370000015c590104000000010000000d0000006d6f6368614765744461746100000000000000003700000012b0010000000000000000000000000002000000
"1712067673735,GetMGNPot,95,";47494f50010001004400000000000000e0370000015e590104000000010000000d0000006d6f6368614765744461746100000000000000003700000013b0010000000000000000000000000002000000
"1712067673735,GetMGNPot,95,";47494f50010001004400000000000000e0370000015e590104000000010000000d0000006d6f6368614765744461746100000000000000003700000014b0010000000000000000000000000002000000
"1712067673735,GetMGNPot,95,";47494f50010001004400000000000000e0370000015e590104000000010000000d0000006d6f6368614765744461746100000000000000003700000015b0010000000000000000000000000002000000
"1712067673735,GetMGNPot,95,";47494f50010001004400000000000000e0370000015e590104000000010000000d0000006d6f6368614765744461746100000000000000003700000016b0010000000000000000000000000002000000
"1712067674249,GetMGNPot3,1,5,";47494f50010001004400000000000000e03700000100350004000000010000000d0000006d6f63686147657444617461003c2377000000003700000012b0010000000000000000000000000002000000
"1712067674249,GetMGNPot3,1,5,";47494f50010001004400000000000000e03700000100350004000000010000000d0000006d6f63686147657444617461003c2377000000003700000013b0010000000000000000000000000002000000
"1712067674249,GetMGNPot3,1,5,";47494f50010001004400000000000000e037000001003c0004000000010000000d0000006d6f63686147657444617461003c2377000000003700000014b0010000000000000000000000000002000000
"1712067674249,GetMGNPot3,1,5,";47494f50010001004400000000000000e03700000100230004000000010000000d0000006d6f63686147657444617461003c2377000000003700000015b0010000000000000000000000000002000000
"1712067674249,GetMGNPot3,1,5,";47494f50010001004400000000000000e03700000100350004000000010000000d0000006d6f63686147657444617461003c2377000000003700000016b0010000000000000000000000000002000000
